1609597446934026240 0.000720866 0.000325661 0.001734657 0.013766850 -0.024103340 0.000291539 0.999614635
1609597447000543232 0.000736576 0.000300998 0.001760037 0.013776482 -0.024042678 0.000295739 0.999615962
1609597447067269888 0.000707046 0.000278913 0.001765194 0.013753740 -0.024130186 0.000304003 0.999614164
1609597447133885184 0.000700758 0.000325864 0.001788819 0.013742437 -0.024145865 0.000288765 0.999613945
1609597447200575232 0.000741531 0.000286804 0.001820626 0.013747282 -0.024203978 0.000299619 0.999612470
1609597447267415552 0.000697023 0.000234364 0.001788957 0.013744658 -0.024247280 0.000315370 0.999611452
1609597447333978624 0.000671184 0.000338722 0.001814283 0.013759631 -0.024198597 0.000293038 0.999612432
1609597447400621568 0.000710477 0.000324619 0.001837543 0.013763350 -0.024194197 0.000300872 0.999612485
1609597447467340544 0.000659283 0.000261328 0.001791156 0.013755971 -0.024220053 0.000316368 0.999611956
1609597447534306304 0.000653757 0.000366855 0.001851614 0.013768016 -0.024187165 0.000292682 0.999612594
1609597447601055232 0.000677595 0.000319937 0.001868836 0.013739109 -0.024167463 0.000297715 0.999613466
1609597447667654400 0.000620243 0.000255517 0.001831614 0.013693144 -0.024172567 0.000311527 0.999613969
1609597447734228736 0.000617451 0.000372923 0.001897523 0.013729137 -0.024149949 0.000290629 0.999614029
1609597447800984320 0.000665584 0.000332761 0.001938296 0.013744642 -0.024155213 0.000301176 0.999613685
1609597447867507200 0.000605909 0.000279138 0.001883071 0.013734160 -0.024162094 0.000312528 0.999613660
1609597447934269440 0.000566115 0.000389957 0.001862915 0.013758288 -0.024165489 0.000292295 0.999613252
1609597448001010688 0.000598415 0.000329986 0.001885036 0.013741123 -0.024153694 0.000302852 0.999613770
1609597448067584512 0.000551556 0.000285282 0.001892702 0.013721511 -0.024144567 0.000314826 0.999614256
1609597448134376448 0.000548777 0.000385468 0.001949013 0.013737242 -0.024112401 0.000292292 0.999614823
1609597448201000192 0.000606799 0.000329266 0.001996291 0.013732125 -0.024108587 0.000306423 0.999614981
1609597448267859456 0.000537607 0.000278389 0.001937688 0.013724259 -0.024114526 0.000318302 0.999614942
1609597448334462464 0.000527179 0.000389963 0.001894292 0.013737201 -0.024088146 0.000294165 0.999615408
1609597448401382912 0.000581796 0.000349210 0.001887701 0.013729891 -0.024074239 0.000305094 0.999615840
